recurso;sistema;manual;ramo_ser;recurso_catalogo;pareamento;secao;tipo;texto_original;idade_min;idade_max;sexo;pergunta;documento;fonte
DERMATOLOGIA - PSORÍASE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM DERMATOLOGIA - PSORIASE;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.18
DERMATOLOGIA - PSORÍASE;SER;CRECE;AmbulatorioEstadual;CONSULTA EM DERMATOLOGIA - PSORIASE;composto;exclusao;NaoDedutivel;de cada prestador;;;;de cada prestador;;CRECE p.18
ENDOCRINOLOGIA - ADOLESCENTE DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - ADOLESCENTE - DIABETES;composto;inclusao;Dedutivel;Pacientes portadores de Diabetes Mellitus, com idade a partir de 12 anos até 17 anos, 11 meses e 29 dias;12;17;;;;CRECE p.18
ENDOCRINOLOGIA - ADOLESCENTE DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - ADOLESCENTE - DIABETES;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.18
ENDOCRINOLOGIA - ADOLESCENTE DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - ADOLESCENTE - DIABETES;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.18
ENDOCRINOLOGIA - DIABETES GESTACIONAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.18
ENDOCRINOLOGIA - DIABETES GESTACIONAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.18
ENDOCRINOLOGIA - DIABETES GESTACIONAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.18
ENDOCRINOLOGIA - DIABETES GESTACIONAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.18
ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;composto;inclusao;NaoDedutivel;Paciente portador de Diabetes Mellitus tipo 1 de difícil controle - SEM ACOMPANHAMENTO em outro serviço especializado;;;;Paciente portador de Diabetes Mellitus tipo 1 de difícil controle - SEM ACOMPANHAMENTO em outro serviço especializado;;CRECE p.20
ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.20
ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.20
ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DIABETES MELLITUS TIPO I;composto;exclusao;NaoDedutivel;Paciente em acompanhamento em outro serviço especializado;;;;Paciente em acompanhamento em outro serviço especializado;;CRECE p.20
ENDOCRINOLOGIA - DIABETES TIPO 2;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores de Diabetes Tipo 2 não controlada com 2 drogas orais mais 1 dose de insulina basal ao dia, sem acompanhamento de outro serviço especializado;;;;Pacientes portadores de Diabetes Tipo 2 não controlada com 2 drogas orais mais 1 dose de insulina basal ao dia, sem acompanhamento de outro serviço especializado;;CRECE p.18
ENDOCRINOLOGIA - DIABETES TIPO 2;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.18
ENDOCRINOLOGIA - DIABETES TIPO 2;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.18
ENDOCRINOLOGIA - DIABETES TIPO 2;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.18
ENDOCRINOLOGIA - DIABETES TIPO 2;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.18
ENDOCRINOLOGIA - DISLEPIDEMIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Portadores de Hipercolesterolemia familiar;;;;Portadores de Hipercolesterolemia familiar;;CRECE p.19
ENDOCRINOLOGIA - DISLEPIDEMIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Portadores de Hipercolesterolemia familiar: LDL- Colesterol acima 200 mg/dl, Triglicerídeos acima de 500 mg/dl ou HDL- Colesterol abaixo de 20 mg/dl;;;;Portadores de Hipercolesterolemia familiar: LDL- Colesterol acima 200 mg/dl, Triglicerídeos acima de 500 mg/dl ou HDL- Colesterol abaixo de 20 mg/dl;;CRECE p.19
ENDOCRINOLOGIA - DISLEPIDEMIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Portadores de Hipercolesterolemia familiar: Crianças com LDL- C maior 160 mg/dl ou Triglicerídeos acima de 200 mg/dl;;;;Portadores de Hipercolesterolemia familiar: Crianças com LDL- C maior 160 mg/dl ou Triglicerídeos acima de 200 mg/dl;;CRECE p.19
ENDOCRINOLOGIA - DISLEPIDEMIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes com risco alto ou muito alto incapazes de atingir a meta de LDL - Colesterol (70 mg/dl ou 50 mg/dl - respectivamente) com o tratamento Hipolipemiante instituído;;;;Pacientes com risco alto ou muito alto incapazes de atingir a meta de LDL - Colesterol (70 mg/dl ou 50 mg/dl - respectivamente) com o tratamento Hipolipemiante instituído;;CRECE p.19
ENDOCRINOLOGIA - DISLEPIDEMIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.19
ENDOCRINOLOGIA - DISLEPIDEMIA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;Dedutivel;Reposição hormonal feminina pós-menopausa;;;F;;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;NaoDedutivel;Infertilidade;;;;Infertilidade;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;NaoDedutivel;Síndrome dos ovários policísticos;;;;Síndrome dos ovários policísticos;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;NaoDedutivel;Hirsutismo - Aumento dos pelos corporais (face, tórax, abdome, etc.);;;;Hirsutismo - Aumento dos pelos corporais (face, tórax, abdome, etc.);;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;NaoDedutivel;Amenorreia primária ou secundária – Pacientes sem menarca após os 13 anos ou sem menstruação por mais de 3 meses já avaliados pela Ginecologia;;;;Amenorreia primária ou secundária – Pacientes sem menarca após os 13 anos ou sem menstruação por mais de 3 meses já avaliados pela Ginecologia;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;NaoDedutivel;Hipogonadismo – Pacientes com deficiência dos hormônios femininos;;;;Hipogonadismo – Pacientes com deficiência dos hormônios femininos;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS DO OVÁRIO;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS DO OVARIO;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.19
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando;;;;Pacientes apresentando;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Hiperparatireoidismo;;;;Pacientes apresentando: Hiperparatireoidismo;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Hipoparatireoidismo/Pseudohipoparatireoidismo – níveis de cálcio reduzidos;;;;Pacientes apresentando: Hipoparatireoidismo/Pseudohipoparatireoidismo – níveis de cálcio reduzidos;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Hipercalcemias (Exceto ligadas a doença renal ou malignidade);;;;Pacientes apresentando: Hipercalcemias (Exceto ligadas a doença renal ou malignidade);;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Nefrolitíase de repetição (bilateral);;;;Pacientes apresentando: Nefrolitíase de repetição (bilateral);;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Osteoporose (Densitometria óssea com T score maior que -2,5 desvios padrão, com ou sem fratura prévia;;;;Pacientes apresentando: Osteoporose (Densitometria óssea com T score maior que -2,5 desvios padrão, com ou sem fratura prévia;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Doença de Paget;;;;Pacientes apresentando: Doença de Paget;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Osteogênese Imperfeita;;;;Pacientes apresentando: Osteogênese Imperfeita;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;inclusao;NaoDedutivel;Pacientes apresentando: Raquitismo e Osteomalacia;;;;Pacientes apresentando: Raquitismo e Osteomalacia;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.21
ENDOCRINOLOGIA - DOENÇAS OSTEOMETABÓLICAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - DOENCAS OSTEOMETABOLICAS;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.21
ENDOCRINOLOGIA - GESTANTE (EXCETO DIABETES);SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - GESTANTE (EXCETO DIABETES);composto;inclusao;Dedutivel;Pacientes grávidas portadoras de doenças endócrinas, exceto diabetes;;;F;;;CRECE p.19
ENDOCRINOLOGIA - GESTANTE (EXCETO DIABETES);SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - GESTANTE (EXCETO DIABETES);composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.19
ENDOCRINOLOGIA - GESTANTE (EXCETO DIABETES);SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - GESTANTE (EXCETO DIABETES);composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: Hiperprolactinemia: Galactorréia e/ou amenorréia com história de o prolactina elevada;;;;HIPÓFISE: Hiperprolactinemia: Galactorréia e/ou amenorréia com história de o prolactina elevada;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: Síndrome de Cushing: Níveis de cortisol elevados ou investigação de hipercortisolismo em pacientes com clínica sugestiva (estrias violáceas, o hipertensão arterial, diabetes mellitus, osteoporose, etc.);;;;HIPÓFISE: Síndrome de Cushing: Níveis de cortisol elevados ou investigação de hipercortisolismo em pacientes com clínica sugestiva (estrias violáceas, o hipertensão arterial, diabetes mellitus, osteoporose, etc.);;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: Pan-hipopituitarismo: Investigação de deficiência de hormônios hipofisários (cortisol baixo, amenorreia, níveis de testosterona reduzidos, etc.);;;;HIPÓFISE: Pan-hipopituitarismo: Investigação de deficiência de hormônios hipofisários (cortisol baixo, amenorreia, níveis de testosterona reduzidos, etc.);;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: Acromegalia: Níveis elevados de IGF-1 e hormônio de crescimento com alterações em face e extremidades;;;;HIPÓFISE: Acromegalia: Níveis elevados de IGF-1 e hormônio de crescimento com alterações em face e extremidades;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: Incidentalomahipofisário ou sela vazia: massas ou cistos ou aspecto de sela vazia na região da sela turca em exames de imagem;;;;HIPÓFISE: Incidentalomahipofisário ou sela vazia: massas ou cistos ou aspecto de sela vazia na região da sela turca em exames de imagem;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: História de apoplexia hipofisária;;;;HIPÓFISE: História de apoplexia hipofisária;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: Diabetes insípidus: produção de urina e sede excessivas, afastadas outras causas comuns de poliúria ( Diabetes Mellitus);;;;HIPÓFISE: Diabetes insípidus: produção de urina e sede excessivas, afastadas outras causas comuns de poliúria ( Diabetes Mellitus);;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;HIPÓFISE: Pós-operatório de cirurgia hipofisária;;;;HIPÓFISE: Pós-operatório de cirurgia hipofisária;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL;;;;SUPRA RENAL;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Insuficiência Adrenal: fraqueza, níveis de sódio reduzidos, eosinófilos aumentados, hipotensão;;;;SUPRA RENAL: Insuficiência Adrenal: fraqueza, níveis de sódio reduzidos, eosinófilos aumentados, hipotensão;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Hiperplasia Adrenal Congênita;;;;SUPRA RENAL: Hiperplasia Adrenal Congênita;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Investigação de massas adrenais;;;;SUPRA RENAL: Investigação de massas adrenais;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Hiperaldosteronismo;;;;SUPRA RENAL: Hiperaldosteronismo;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Hipertensão arterial em uso de 4 anti-hipertensivos ou 3 anti- hipertensivos sem controle, podendo estar associado a hipocalemia;;;;SUPRA RENAL: Hipertensão arterial em uso de 4 anti-hipertensivos ou 3 anti- hipertensivos sem controle, podendo estar associado a hipocalemia;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Feocromocitoma;;;;SUPRA RENAL: Feocromocitoma;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Hipertensão em paroxismos, cefaleia, palpitações, etc;;;;SUPRA RENAL: Hipertensão em paroxismos, cefaleia, palpitações, etc;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;SUPRA RENAL: Observar os;;;;SUPRA RENAL: Observar os;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.19
ENDOCRINOLOGIA - HIPÓFISE / ADRENAL;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - HIPOFISE/ADRENAL;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.19
ENDOCRINOLOGIA - OBESIDADE ADOLESCENTE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Paciente portador de obesidade grave com IMC maior que 35, apresentando intolerância a glicose e/ou dislipidemia e/ou resistência insulínica;;;;Paciente portador de obesidade grave com IMC maior que 35, apresentando intolerância a glicose e/ou dislipidemia e/ou resistência insulínica;;CRECE p.20
ENDOCRINOLOGIA - OBESIDADE ADOLESCENTE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.20
ENDOCRINOLOGIA - OBESIDADE ADOLESCENTE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.20
ENDOCRINOLOGIA - OBESIDADE ADOLESCENTE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.20
ENDOCRINOLOGIA - OBESIDADE ADOLESCENTE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.20
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;inclusao;NaoDedutivel;Diabete Mellitus Tipo 1;;;;Diabete Mellitus Tipo 1;;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;inclusao;NaoDedutivel;Diabete Mellitus Pós-Transplante;;;;Diabete Mellitus Pós-Transplante;;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;inclusao;NaoDedutivel;Diabete Mellitus Tipo 2;;;;Diabete Mellitus Tipo 2;;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;inclusao;NaoDedutivel;Glicemia de Jejum alterada (glicemia > 99mg/dl);;;;Glicemia de Jejum alterada (glicemia > 99mg/dl);;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;inclusao;NaoDedutivel;Intolerância a Glicose (com teste oral de intolerância a glicose alterado TOTG alterado);;;;Intolerância a Glicose (com teste oral de intolerância a glicose alterado TOTG alterado);;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;inclusao;NaoDedutivel;e faixa etária do paciente de acordo com cada prestador;;;;e faixa etária do paciente de acordo com cada prestador;;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.21
ENDOCRINOLOGIA - PEDIATRIA DIABETES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ENDOCRINOLOGIA - PEDIATRICA DIABETES;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.21
ENDOCRINOLOGIA - PÓS-BARIÁTRICA;SER;CRECE;AmbulatorioEstadual;CONSULTA ENDOCRINOLOGIA PÓS BARIÁTRICA;composto;inclusao;NaoDedutivel;Pacientes já submetidos à Cirurgia Bariátrica, independente da técnica e tempo de cirurgia, para acompanhamento clínico pós-cirúrgico;;;;Pacientes já submetidos à Cirurgia Bariátrica, independente da técnica e tempo de cirurgia, para acompanhamento clínico pós-cirúrgico;;CRECE p.22
ENDOCRINOLOGIA - PÓS-BARIÁTRICA;SER;CRECE;AmbulatorioEstadual;CONSULTA ENDOCRINOLOGIA PÓS BARIÁTRICA;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.22
